icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,fetch_time
4401e9,EJU68TZ ,Austria,1764668058,1764668078,8.724,45.6455,,True,0.0,348.75,,,,2000,False,0,2025-12-02 09:34:39+00:00
4bc84d,PGT4EZ  ,Turkey,1764668078,1764668078,8.6839,40.9931,10668.0,False,229.28,252.91,0.0,,10713.72,2323,False,0,2025-12-02 09:34:39+00:00
4b15d7,EDW76   ,Switzerland,1764668078,1764668078,10.3087,47.0999,9006.84,False,209.05,114.42,7.48,,9052.56,3004,False,0,2025-12-02 09:34:39+00:00
4bc84b,PGT43FW ,Turkey,1764668078,1764668078,21.3714,48.9579,10370.82,False,233.83,328.13,0.0,,10294.62,5335,False,0,2025-12-02 09:34:39+00:00
4401e4,EJU82AF ,Austria,1764668076,1764668076,3.1416,48.9018,1379.22,False,135.79,312.7,-6.5,,1440.18,1000,False,0,2025-12-02 09:34:39+00:00
4bc85a,PGT977  ,Turkey,1764668077,1764668077,13.504,52.3563,,True,5.92,70.31,,,,3205,False,0,2025-12-02 09:34:39+00:00
3c6637,DLH9K   ,Germany,1764668075,1764668075,8.5632,50.0457,,True,0.0,42.19,,,,1000,False,0,2025-12-02 09:34:39+00:00
c06a7f,TSC122  ,Canada,1764668078,1764668078,-0.1774,51.1573,,True,7.72,78.75,,,,1251,False,0,2025-12-02 09:34:39+00:00
4b15ed,EDW200E ,Switzerland,1764668077,1764668078,4.1109,45.435,10660.38,False,216.37,234.87,0.0,,10683.24,3044,False,0,2025-12-02 09:34:39+00:00
408183,EZY52XA ,United Kingdom,1764668078,1764668078,-2.5437,37.6106,5608.32,False,184.78,146.93,-10.73,,5753.1,5412,False,0,2025-12-02 09:34:39+00:00
408184,EZY27TH ,United Kingdom,1764668077,1764668077,-9.8573,39.7134,11887.2,False,224.35,199.14,0.0,,11864.34,5244,False,0,2025-12-02 09:34:39+00:00
aa92ff,UAL932  ,United States,1764668077,1764668077,-8.5661,50.6622,11277.6,False,262.65,82.35,0.0,,10888.98,,False,0,2025-12-02 09:34:39+00:00
4401fa,EJU97FM ,Austria,1764668078,1764668078,-6.0725,42.4086,11277.6,False,215.74,210.05,-0.33,,11148.06,7644,False,0,2025-12-02 09:34:39+00:00
408181,EZY503U ,United Kingdom,1764668078,1764668078,-1.3654,50.9354,426.72,False,80.07,205.91,17.56,,381.0,,False,0,2025-12-02 09:34:39+00:00
3c6655,DLH1YE  ,Germany,1764668078,1764668078,9.46,49.8708,5288.28,False,202.19,90.58,9.75,,5341.62,1000,False,0,2025-12-02 09:34:39+00:00
4bc847,PGT55ML ,Turkey,1764668078,1764668078,2.4167,51.71,6736.08,False,194.49,299.82,-4.23,,6644.64,3124,False,0,2025-12-02 09:34:39+00:00
4bc845,PGT396  ,Turkey,1764668079,1764668079,22.2976,49.8903,10660.38,False,226.42,8.76,-0.33,,10568.94,1175,False,0,2025-12-02 09:34:39+00:00
4bc843,PGT1099 ,Turkey,1764668078,1764668078,3.3084,41.1977,10660.38,False,215.23,277.28,0.0,,10744.2,1000,False,0,2025-12-02 09:34:39+00:00
3c664c,DLH98W  ,Germany,1764668078,1764668078,6.9424,46.7114,10462.26,False,221.81,209.3,1.95,,10439.4,1000,False,0,2025-12-02 09:34:39+00:00
408179,BOO003  ,United Kingdom,1764668078,1764668078,-4.1515,37.6383,8724.9,False,178.64,19.17,10.73,,8854.44,4623,False,0,2025-12-02 09:34:39+00:00
4bc842,PGT465A ,Turkey,1764668077,1764668077,19.662,40.7793,10363.2,False,217.13,281.9,0.0,,10416.54,2301,False,0,2025-12-02 09:34:39+00:00
4bc850,PGT718P ,Turkey,1764668078,1764668078,24.8142,43.6218,10363.2,False,208.67,306.28,0.0,,10386.06,3232,False,0,2025-12-02 09:34:39+00:00
3c7982,CFG1AD  ,Germany,1764668078,1764668078,-8.7861,41.2744,10660.38,False,225.93,202.07,0.0,,10568.94,4126,False,0,2025-12-02 09:34:39+00:00
aa92f9,UAL918  ,United States,1764668078,1764668078,-5.7029,50.7597,11277.6,False,265.39,93.33,0.33,,10919.46,,False,0,2025-12-02 09:34:39+00:00
3c6654,DLH37M  ,Germany,1764668078,1764668078,7.9942,48.3905,5288.28,False,222.9,199.27,5.53,,5349.24,1000,False,0,2025-12-02 09:34:39+00:00
3c6652,DLH4EJ  ,Germany,1764668078,1764668078,-4.9883,53.4319,7353.3,False,216.39,93.13,10.4,,7048.5,,False,0,2025-12-02 09:34:39+00:00
3c7981,CFG002  ,Germany,1764668078,1764668078,23.6559,40.4277,10050.78,False,234.62,140.52,0.0,,10165.08,1134,False,0,2025-12-02 09:34:39+00:00
4bc88b,PGT486N ,Turkey,1764668078,1764668078,28.3236,40.9395,6035.04,False,216.82,339.59,11.7,,6149.34,3241,False,0,2025-12-02 09:34:39+00:00
3ffad5,DMCVH   ,Germany,1764668049,1764668049,6.1797,50.8211,220.98,False,12.71,68.63,-0.33,,,7000,False,0,2025-12-02 09:34:39+00:00
c06a39,ACA845  ,Canada,1764668078,1764668078,5.0496,52.0341,10942.32,False,254.85,321.56,3.25,,10820.4,2531,False,0,2025-12-02 09:34:39+00:00
3946e5,AFR21JA ,France,1764668076,1764668077,2.6419,48.997,297.18,False,62.9,266.25,-3.25,,304.8,1000,False,0,2025-12-02 09:34:39+00:00
4bc88f,PGT3BR  ,Turkey,1764668078,1764668078,16.6834,44.6354,10363.2,False,231.79,278.17,0.33,,10340.34,3231,False,0,2025-12-02 09:34:39+00:00
44b430,PGC14W  ,Belgium,1764668078,1764668078,0.2202,50.5647,7620.0,False,193.79,128.21,0.65,,7482.84,2074,False,0,2025-12-02 09:34:39+00:00
39d302,TVF29UK ,France,1764668078,1764668078,-4.7239,44.0716,11277.6,False,214.92,211.29,0.33,,11094.72,2356,False,0,2025-12-02 09:34:39+00:00
7103d6,SVA127  ,Saudi Arabia,1764668078,1764668078,23.0844,37.7308,11582.4,False,228.84,319.65,-0.33,,11696.7,5534,False,0,2025-12-02 09:34:39+00:00
4bc884,PGT738J ,Turkey,1764668078,1764668078,2.7424,51.3236,10972.8,False,225.58,286.7,0.0,,10812.78,1102,False,0,2025-12-02 09:34:39+00:00
4bc882,PGT513Y ,Turkey,1764668078,1764668078,21.7789,45.4102,10363.2,False,217.98,308.2,0.0,,10340.34,2651,False,0,2025-12-02 09:34:39+00:00
4bc889,PGT344M ,Turkey,1764668078,1764668078,21.3036,41.3526,10363.2,False,213.91,285.34,0.0,,10431.78,2324,False,0,2025-12-02 09:34:39+00:00
4bc885,PGT57V  ,Turkey,1764668072,1764668078,16.5784,48.1193,,True,0.0,160.31,,,,,False,0,2025-12-02 09:34:39+00:00
4bc886,PGT5VB  ,Turkey,1764668078,1764668078,13.9473,44.2491,10363.2,False,232.6,296.11,-0.33,,10332.72,2314,False,0,2025-12-02 09:34:39+00:00
4bc892,PGT8ZD  ,Turkey,1764668079,1764668079,26.9552,42.4428,10972.8,False,213.1,307.64,0.0,,11018.52,2673,False,0,2025-12-02 09:34:39+00:00
4bc893,PGT583G ,Turkey,1764668078,1764668078,16.3891,48.2372,10363.2,False,236.07,309.52,0.0,,10332.72,5332,False,0,2025-12-02 09:34:39+00:00
a1c7e4,UAL164  ,United States,1764668078,1764668078,2.2963,38.6136,10058.4,False,253.6,115.21,0.0,,10180.32,3572,False,0,2025-12-02 09:34:39+00:00
ab15c2,DAL133  ,United States,1764668053,1764668053,4.7738,52.3039,,True,4.37,205.31,,,,,False,0,2025-12-02 09:34:39+00:00
73806c,ELY611  ,Israel,1764668077,1764668078,22.7615,51.8336,11277.6,False,213.98,8.85,0.0,,11193.78,1143,False,0,2025-12-02 09:34:39+00:00
ada2fd,N978SR  ,United States,1764668078,1764668078,11.3847,42.0889,3962.4,False,88.28,306.47,2.93,,4015.74,0201,False,0,2025-12-02 09:34:39+00:00
4a91fa,SAS80A  ,Sweden,1764668078,1764668078,17.9906,59.8484,1059.18,False,75.62,193.37,-2.28,,1028.7,0475,False,0,2025-12-02 09:34:39+00:00
4b5d9e,ATL785  ,Switzerland,1764667820,1764668072,8.5576,47.4538,,True,0.06,22.5,,,,,False,0,2025-12-02 09:34:39+00:00
4068f5,EXS48TR ,United Kingdom,1764668078,1764668078,-7.2721,51.9933,11574.78,False,215.12,211.9,0.0,,11186.16,7737,False,0,2025-12-02 09:34:39+00:00
4068f7,MDI08   ,United Kingdom,1764668078,1764668078,-1.4459,54.4767,426.72,False,72.4,135.86,-0.33,,350.52,,False,0,2025-12-02 09:34:39+00:00
3c6473,CFG6WN  ,Germany,1764668055,1764668055,8.7206,45.6295,,True,8.23,177.19,,,,1000,False,0,2025-12-02 09:34:39+00:00
3c6475,CFG7WJ  ,Germany,1764667806,1764667806,13.5012,52.3532,,True,35.5,247.5,,,,1000,False,0,2025-12-02 09:34:39+00:00
4068e1,AUR202  ,United Kingdom,1764668078,1764668078,-2.5956,49.4331,,True,3.6,348.75,,,,,False,0,2025-12-02 09:34:39+00:00
3c6481,DLH28X  ,Germany,1764668078,1764668078,2.7008,49.0341,739.14,False,73.75,266.0,-3.9,,731.52,1000,False,0,2025-12-02 09:34:39+00:00
3c6485,DLH825  ,Germany,1764668078,1764668078,11.5849,54.1311,9723.12,False,213.51,196.95,5.2,,9738.36,3511,False,0,2025-12-02 09:34:39+00:00
44009e,EJU96YF ,Austria,1764668078,1764668078,5.0848,45.717,,True,4.89,56.25,,,,,False,0,2025-12-02 09:34:39+00:00
393cc3,FGPGD   ,France,1764668076,1764668077,4.7398,47.4563,2133.6,False,69.7,171.51,0.0,,2164.08,,False,0,2025-12-02 09:34:39+00:00
3c648e,DLH12N  ,Germany,1764668078,1764668078,9.4026,47.6278,8976.36,False,233.33,103.52,-5.2,,9029.7,1000,False,0,2025-12-02 09:34:39+00:00
3c648d,DLH33E  ,Germany,1764668078,1764668078,5.0229,49.6091,8275.32,False,196.04,260.64,-8.13,,8275.32,1000,False,0,2025-12-02 09:34:39+00:00
390988,FGCMI1  ,France,1764668078,1764668078,4.7879,44.05,510.54,False,41.06,142.13,0.65,,563.88,,False,0,2025-12-02 09:34:39+00:00
400846,LOG52L  ,United Kingdom,1764668078,1764668078,-4.686,54.2745,10972.8,False,224.8,301.14,0.65,,10561.32,3467,False,0,2025-12-02 09:34:39+00:00
738075,ELY251  ,Israel,1764668078,1764668078,27.788,35.4665,11582.4,False,206.93,304.88,0.0,,11742.42,,False,0,2025-12-02 09:34:39+00:00
c058be,ACA850  ,Canada,1764668078,1764668078,-0.5517,51.6611,2895.6,False,114.42,232.31,-3.58,,2811.78,1255,False,0,2025-12-02 09:34:39+00:00
4bb46f,MNB413  ,Turkey,1764668078,1764668078,-5.9194,52.7991,11887.2,False,242.37,113.52,0.33,,11506.2,2242,False,0,2025-12-02 09:34:39+00:00
3c6497,DLH8PT  ,Germany,1764668079,1764668079,10.5958,49.959,8770.62,False,227.39,90.39,5.2,,8839.2,1000,False,0,2025-12-02 09:34:39+00:00
4b2947,HBPQL   ,Switzerland,1764667975,1764667977,7.6708,46.499,2842.26,False,62.2,200.83,-1.3,,2842.26,5104,False,0,2025-12-02 09:34:39+00:00
4b1617,SWR5EW  ,Switzerland,1764668078,1764668078,7.3896,46.8375,5478.78,False,201.02,51.55,-0.33,,5562.6,1000,False,0,2025-12-02 09:34:39+00:00
4b1619,SWR8CD  ,Switzerland,1764668078,1764668078,-2.298,53.3381,297.18,False,75.69,230.79,14.31,,213.36,2045,False,0,2025-12-02 09:34:39+00:00
3c6429,CFG7LA  ,Germany,1764668078,1764668078,-0.2172,39.793,10058.4,False,208.55,226.9,-0.33,,10126.98,6670,False,0,2025-12-02 09:34:39+00:00
3c4a05,DLH468  ,Germany,1764668078,1764668078,8.4156,50.3256,3124.2,False,159.84,3.88,9.1,,3131.82,2575,False,0,2025-12-02 09:34:39+00:00
440062,EJU93BC ,Austria,1764668078,1764668079,-0.8147,39.3324,11277.6,False,217.63,228.74,-0.33,,11361.42,1120,False,0,2025-12-02 09:34:39+00:00
3c6423,CFG7JE  ,Germany,1764668078,1764668078,13.1933,49.911,6057.9,False,216.26,92.45,-7.8,,6126.48,1000,False,0,2025-12-02 09:34:39+00:00
3c6422,CFG2CW  ,Germany,1764668078,1764668078,-4.9668,43.5705,11277.6,False,214.45,213.65,0.0,,11071.86,3726,False,0,2025-12-02 09:34:39+00:00
44004f,AUA207  ,Austria,1764667970,1764667970,16.5676,48.1189,,True,0.0,205.31,,,,,False,0,2025-12-02 09:34:39+00:00
452033,GPX8DT  ,Bulgaria,1764668078,1764668078,15.7455,46.5199,10972.8,False,232.77,325.08,0.33,,,5610,False,0,2025-12-02 09:34:39+00:00
440047,EJU48DN ,Austria,1764668078,1764668078,1.8464,44.4104,11871.96,False,197.89,244.43,0.0,,11826.24,4065,False,0,2025-12-02 09:34:39+00:00
e4920f,PTZNG   ,Brazil,1764668078,1764668078,19.5396,52.3704,3352.8,False,151.83,88.25,0.0,,3390.9,,False,0,2025-12-02 09:34:39+00:00
738052,ELY395  ,Israel,1764668003,1764668010,-3.5312,40.4687,594.36,False,81.4,322.19,-3.25,,670.56,2246,False,0,2025-12-02 09:34:39+00:00
3453d3,ANE91VV ,Spain,1764667872,1764667872,-3.5317,40.4691,601.98,False,75.22,322.5,-4.23,,670.56,1000,False,0,2025-12-02 09:34:39+00:00
440052,AUA45M  ,Austria,1764668078,1764668078,12.0773,46.6502,10568.94,False,251.15,233.41,5.2,,10576.56,0235,False,0,2025-12-02 09:34:39+00:00
49f058,POZAR 8 ,Czech Republic,1764668063,1764668063,14.2667,50.0875,,True,8.23,39.38,,,,,False,0,2025-12-02 09:34:39+00:00
3c6449,DLH1322 ,Germany,1764668078,1764668078,8.5713,46.767,11277.6,False,233.68,174.31,0.0,,11308.08,2554,False,0,2025-12-02 09:34:39+00:00
44006e,AUA135  ,Austria,1764668060,1764668060,16.5682,48.1187,,True,0.0,205.31,,,,,False,0,2025-12-02 09:34:39+00:00
44006d,AUA79   ,Austria,1764668027,1764668027,16.5685,48.12,,True,0.0,115.31,,,,,False,0,2025-12-02 09:34:39+00:00
4b0f3f,P10G    ,Switzerland,1764668025,1764668025,8.4017,46.9709,,True,0.06,0.0,,,,,False,0,2025-12-02 09:34:39+00:00
4b161f,EDW208  ,Switzerland,1764668078,1764668078,3.3424,45.1479,10660.38,False,205.58,238.3,-0.65,,10660.38,3074,False,0,2025-12-02 09:34:39+00:00
484fdf,KLM35G  ,Kingdom of the Netherlands,1764668078,1764668078,15.8259,49.7353,11887.2,False,231.75,134.01,-0.33,,11849.1,1000,False,0,2025-12-02 09:34:39+00:00
3453c3,VLG4LK  ,Spain,1764668078,1764668078,2.6147,48.766,10668.0,False,191.65,189.89,0.0,,10568.94,1000,False,0,2025-12-02 09:34:39+00:00
440083,EJU32KA ,Austria,1764667978,1764667978,4.7548,52.3131,,True,3.86,177.19,,,,6256,False,0,2025-12-02 09:34:39+00:00
3c6445,DLH1RT  ,Germany,1764668078,1764668078,8.4847,47.7186,1775.46,False,114.0,306.56,-4.88,,1836.42,1000,False,0,2025-12-02 09:34:39+00:00
3c6444,DLH5MW  ,Germany,1764668078,1764668078,9.3382,51.2735,5791.2,False,160.36,183.86,0.0,,5829.3,1000,False,0,2025-12-02 09:34:39+00:00
3c6442,DLH353  ,Germany,1764668078,1764668078,9.1976,50.9659,5524.5,False,202.01,176.64,-9.1,,5585.46,1000,False,0,2025-12-02 09:34:39+00:00
452051,CGF7639 ,Bulgaria,1764668078,1764668078,1.3291,47.8233,10363.2,False,261.33,28.84,0.0,,10210.8,3370,False,0,2025-12-02 09:34:39+00:00
3c644c,DLH5E   ,Germany,1764668078,1764668078,11.9518,50.2726,8229.6,False,200.9,156.45,0.0,,8298.18,1346,False,0,2025-12-02 09:34:39+00:00
70209f,BBC305  ,Bangladesh,1764668078,1764668078,16.2527,49.7061,10972.8,False,248.13,316.01,0.0,,10957.56,4514,False,0,2025-12-02 09:34:39+00:00
a0ec98,BRIO66  ,United States,1764668078,1764668078,29.3613,44.1136,9753.6,False,155.99,333.35,-0.33,,9776.46,2672,False,0,2025-12-02 09:34:39+00:00
3c6451,DLH8MF  ,Germany,1764668078,1764668078,12.3038,48.4362,1363.98,False,122.96,172.55,-5.2,,1424.94,1000,False,0,2025-12-02 09:34:39+00:00
40087a,SHT13E  ,United Kingdom,1764668078,1764668078,-1.7038,55.0378,,True,5.14,75.94,,,,,False,0,2025-12-02 09:34:39+00:00
78219a,HLF8868 ,China,1764668078,1764668078,14.8016,53.4463,10668.0,False,242.12,48.96,0.0,,10675.62,4365,False,0,2025-12-02 09:34:39+00:00
440039,AUA753  ,Austria,1764668078,1764668078,17.9077,46.7637,8778.24,False,232.35,139.22,3.58,,8770.62,,False,0,2025-12-02 09:34:39+00:00
440c83,EJU94FD ,Austria,1764668078,1764668078,12.9079,40.3084,11582.4,False,226.07,325.01,-0.33,,11574.78,,False,0,2025-12-02 09:34:39+00:00
39d08b,BLT511M ,France,1764668078,1764668078,4.3871,45.4902,2438.4,False,60.33,348.69,0.0,,2468.88,1000,False,0,2025-12-02 09:34:39+00:00
8960f9,UAE751  ,United Arab Emirates,1764668078,1764668078,15.3026,35.8577,12192.0,False,217.8,274.61,0.33,,12298.68,,False,0,2025-12-02 09:34:39+00:00
8960f8,UAE67V  ,United Arab Emirates,1764668078,1764668078,26.348,44.3119,12192.0,False,238.71,303.48,-0.33,,12131.04,2357,False,0,2025-12-02 09:34:39+00:00
3dd474,DHASA   ,Germany,1764667892,1764667892,6.4961,51.2345,144.78,False,26.03,127.78,-8.45,,152.4,7000,False,0,2025-12-02 09:34:39+00:00
49514c,TAP13LH ,Portugal,1764668078,1764668078,-4.6784,46.1249,11277.6,False,211.04,202.5,0.33,,11041.38,5270,False,0,2025-12-02 09:34:39+00:00
8960fb,UAE7CN  ,United Arab Emirates,1764668078,1764668078,-0.0714,51.2279,3383.28,False,184.35,87.44,4.55,,3276.6,3402,False,0,2025-12-02 09:34:39+00:00
a4c34c,,United States,1764667875,1764667875,4.7748,52.3094,,True,3.86,182.81,,,,,False,0,2025-12-02 09:34:39+00:00
495153,TAP940  ,Portugal,1764668078,1764668078,5.7487,45.8721,4953.0,False,184.05,31.51,-9.43,,5013.96,5210,False,0,2025-12-02 09:34:39+00:00
40080f,LOG71Y  ,United Kingdom,1764667899,1764667899,-2.201,49.2074,,True,6.17,241.88,,,,4216,False,0,2025-12-02 09:34:39+00:00
a7e6c7,UPS4    ,United States,1764668078,1764668078,4.0315,48.6067,7917.18,False,257.94,112.27,7.8,,7932.42,0672,False,0,2025-12-02 09:34:39+00:00
4b169a,SWR36K  ,Switzerland,1764668078,1764668078,6.0112,46.3483,10485.12,False,219.87,236.16,5.53,,10523.22,3076,False,0,2025-12-02 09:34:39+00:00
440c36,EJU83MA ,Austria,1764668078,1764668078,9.5069,43.9487,9395.46,False,201.19,343.51,-4.88,,9433.56,1000,False,0,2025-12-02 09:34:39+00:00
8960e7,UAE6JL  ,United Arab Emirates,1764668077,1764668078,27.0209,38.3054,12192.0,False,231.86,318.78,0.0,,12268.2,0524,False,0,2025-12-02 09:34:39+00:00
440c38,EJU92NR ,Austria,1764668078,1764668078,10.0907,47.7409,10668.0,False,226.71,144.33,0.0,,10698.48,1000,False,0,2025-12-02 09:34:39+00:00
344297,AEA6156 ,Spain,1764668078,1764668078,2.0776,40.6593,4465.32,False,199.17,1.63,-6.18,,4549.14,6362,False,0,2025-12-02 09:34:39+00:00
89611c,UAE98X  ,United Arab Emirates,1764668078,1764668078,22.0406,48.2837,10972.8,False,245.58,315.93,0.0,,10881.36,2363,False,0,2025-12-02 09:34:39+00:00
3cfc54,LEJ110  ,Germany,1764668071,1764668076,12.2478,51.4316,,True,0.0,298.12,,,,,False,0,2025-12-02 09:34:39+00:00
5001d4,MEA217  ,San Marino,1764667772,1764667772,8.5864,50.0477,,True,1.54,70.31,,,,1000,False,0,2025-12-02 09:34:39+00:00
4b027e,EZS14TP ,Switzerland,1764668078,1764668078,10.9499,53.5848,11597.64,False,209.15,203.79,0.0,,11567.16,0746,False,0,2025-12-02 09:34:39+00:00
a54535,THY6016 ,United States,1764668078,1764668078,8.3787,47.7032,11262.36,False,251.8,103.47,0.0,,11254.74,1161,False,0,2025-12-02 09:34:39+00:00
4b0281,EZS63ZX ,Switzerland,1764668077,1764668078,22.9805,38.0666,9311.64,False,199.13,268.82,7.8,,9448.8,2034,False,0,2025-12-02 09:34:39+00:00
4b0280,EZS79MT ,Switzerland,1764668078,1764668078,8.976,48.2568,9646.92,False,219.25,11.92,7.48,,9692.64,6723,False,0,2025-12-02 09:34:39+00:00
a232e1,SERCE13 ,United States,1764668078,1764668078,28.7452,40.9713,213.36,False,52.63,85.52,0.0,,335.28,,False,0,2025-12-02 09:34:39+00:00
405636,EZY89NE ,United Kingdom,1764668078,1764668078,11.8442,55.3056,6057.9,False,174.93,236.64,16.58,,6057.9,0763,False,0,2025-12-02 09:34:39+00:00
405631,EZY782R ,United Kingdom,1764668078,1764668078,-0.3356,52.2672,7711.44,False,226.5,344.86,7.15,,7490.46,1440,False,0,2025-12-02 09:34:39+00:00
46adfa,SXKOZ   ,Greece,1764668078,1764668078,24.3933,40.8927,754.38,False,49.09,174.59,-1.3,,868.68,,False,0,2025-12-02 09:34:39+00:00
a2cb12,UAL27   ,United States,1764668077,1764668078,-0.0725,51.5779,1821.18,False,122.37,121.42,-4.88,,1760.22,5150,False,0,2025-12-02 09:34:39+00:00
4006c3,BAW17PA ,United Kingdom,1764668075,1764668077,-0.1675,51.1568,144.78,True,0.0,258.75,,,,7732,False,0,2025-12-02 09:34:39+00:00
485785,KLM783  ,Kingdom of the Netherlands,1764668078,1764668078,4.5164,52.2159,1813.56,False,128.21,250.55,2.6,,1767.84,2114,False,0,2025-12-02 09:34:39+00:00
4891ad,TEST1234,Poland,1764668078,1764668078,24.8134,59.4179,8496.3,False,0.0,0.0,-8.78,,7536.18,,False,0,2025-12-02 09:34:39+00:00
4006c0,BAW29C  ,United Kingdom,1764668078,1764668078,-0.0375,51.451,1691.64,False,97.87,316.06,-4.88,,1645.92,7643,False,0,2025-12-02 09:34:39+00:00
3e5671,LEJ888  ,Germany,1764668078,1764668078,5.8859,50.503,5608.32,False,182.78,308.26,-9.1,,5593.08,1000,False,0,2025-12-02 09:34:39+00:00
485779,KLM1817 ,Kingdom of the Netherlands,1764668078,1764668078,7.194,51.1337,8229.6,False,193.89,135.32,0.0,,8244.84,1000,False,0,2025-12-02 09:34:39+00:00
345597,ANE48NC ,Spain,1764668078,1764668078,-1.789,42.8782,10668.0,False,184.95,201.71,0.33,,10591.8,1000,False,0,2025-12-02 09:34:39+00:00
5001e5,MEA201  ,San Marino,1764668078,1764668079,5.3828,50.8869,10370.82,False,234.91,291.45,0.0,,10325.1,3551,False,0,2025-12-02 09:34:39+00:00
484443,KLM226  ,Kingdom of the Netherlands,1764668068,1764668068,4.7405,52.3038,,True,13.38,180.0,,,,6303,False,0,2025-12-02 09:34:39+00:00
4b028e,SWR7CE  ,Switzerland,1764668078,1764668078,11.1074,47.3487,10043.16,False,227.7,96.23,5.2,,10066.02,3014,False,0,2025-12-02 09:34:39+00:00
484442,KLM46Z  ,Kingdom of the Netherlands,1764668078,1764668078,9.0609,55.7404,1889.76,False,125.31,237.75,17.56,,1828.8,1000,False,0,2025-12-02 09:34:39+00:00
484445,KLM765  ,Kingdom of the Netherlands,1764668078,1764668078,-3.0706,51.145,12496.8,False,254.92,71.53,0.0,,12207.24,6250,False,0,2025-12-02 09:34:39+00:00
485778,KLM67F  ,Kingdom of the Netherlands,1764668078,1764668078,3.5941,53.1121,8313.42,False,245.25,324.48,5.53,,8214.36,6274,False,0,2025-12-02 09:34:39+00:00
4b0295,SWR919F ,Switzerland,1764668078,1764668078,9.6012,48.7466,8343.9,False,221.75,222.46,-7.8,,8404.86,0617,False,0,2025-12-02 09:34:39+00:00
4b0294,SWR5CP  ,Switzerland,1764668075,1764668078,9.461,48.6413,10302.24,False,219.68,359.46,6.5,,10332.72,3061,False,0,2025-12-02 09:34:39+00:00
3d368b,PTO2F   ,Germany,1764668078,1764668078,13.2708,53.7019,1211.58,False,67.83,96.53,0.0,,1219.2,,False,0,2025-12-02 09:34:39+00:00
4b0291,SWR3VB  ,Switzerland,1764668078,1764668078,0.5418,51.5205,2590.8,False,145.88,134.29,7.8,,2522.22,2050,False,0,2025-12-02 09:34:39+00:00
345583,ANE98ZC ,Spain,1764668079,1764668079,8.3363,47.0413,10919.46,False,224.12,58.13,-3.58,,10949.94,1000,False,0,2025-12-02 09:34:39+00:00
471d60,WMT8686 ,Hungary,1764668078,1764668078,-4.0299,37.0145,5455.92,False,209.66,64.88,8.13,,5600.7,1446,False,0,2025-12-02 09:34:39+00:00
38379a,AIB03SS ,France,1764668077,1764668078,3.0602,42.9574,10759.44,False,233.22,106.8,14.31,,10797.54,2630,False,0,2025-12-02 09:34:39+00:00
3991e8,AFR53SH ,France,1764668077,1764668078,6.7138,45.4614,11887.2,False,221.55,134.34,0.33,,11894.82,1000,False,0,2025-12-02 09:34:39+00:00
489dd0,SPHOR   ,Poland,1764668078,1764668078,18.1384,50.1578,487.68,False,58.24,327.99,-0.33,,563.88,7000,False,0,2025-12-02 09:34:39+00:00
471d5b,WZZ9FQ  ,Hungary,1764668078,1764668078,15.4701,47.056,10363.2,False,245.47,261.56,0.0,,10332.72,1000,False,0,2025-12-02 09:34:39+00:00
471d5c,WZZ52RU ,Hungary,1764668078,1764668078,19.6201,44.3168,9448.8,False,225.16,118.67,0.0,,9456.42,5547,False,0,2025-12-02 09:34:39+00:00
484415,KLM706  ,Kingdom of the Netherlands,1764668078,1764668078,-7.2758,43.5858,11582.4,False,264.92,43.43,0.0,,11422.38,,False,0,2025-12-02 09:34:39+00:00
3c76ef,KLM90U  ,Germany,1764668078,1764668078,-0.878,56.2438,9692.64,False,218.58,117.17,6.18,,9334.5,,False,0,2025-12-02 09:34:39+00:00
4246a2,AZG291  ,United Kingdom,1764668077,1764668077,23.9278,44.7994,10668.0,False,266.43,97.88,0.0,,10637.52,0454,False,0,2025-12-02 09:34:39+00:00
40697b,BAW550  ,United Kingdom,1764668078,1764668078,7.8613,44.6918,11887.2,False,227.03,136.1,0.33,,11910.06,7312,False,0,2025-12-02 09:34:39+00:00
3d7cc7,EIS78   ,Germany,1764668078,1764668078,6.1028,50.8835,960.12,False,93.35,94.11,0.33,,960.12,6170,False,0,2025-12-02 09:34:39+00:00
344217,AEA58ZQ ,Spain,1764668078,1764668078,-5.4877,38.7015,11186.16,False,251.77,40.53,-7.15,,11231.88,6232,False,0,2025-12-02 09:34:39+00:00
344218,ANE88FY ,Spain,1764668078,1764668078,5.9871,46.1549,1973.58,False,105.14,225.99,4.23,,2026.92,,False,0,2025-12-02 09:34:39+00:00
abd6ed,GTI8643 ,United States,1764668078,1764668078,15.0863,48.1195,9448.8,False,241.6,112.14,0.0,,9433.56,7137,False,0,2025-12-02 09:34:39+00:00
4b0dd5,HUE12F  ,Switzerland,1764668078,1764668078,8.9438,47.4102,2438.4,False,115.81,65.6,0.0,,2491.74,5717,False,0,2025-12-02 09:34:39+00:00
4b0dd0,HUE12P  ,Switzerland,1764668078,1764668078,0.795,43.4762,8534.4,False,167.66,55.63,0.0,,8572.5,1000,False,0,2025-12-02 09:34:39+00:00
89617e,UAE220  ,United Arab Emirates,1764668077,1764668078,4.6318,37.8616,10668.0,False,253.03,107.15,0.0,,10782.3,3131,False,0,2025-12-02 09:34:39+00:00
